key,Actividad Econ&oacutemica,E-mail,Fax,Fecha de Constitución,Fecha de listado en BMV,Historia de la Empresa,Oficinas Corporativas,Principales Productos y/o Servicios,Ramo,Relación con Inversionistas,Sector,Subramo,Subsector,Teléfono
ALSEA,"ALSEA ES EL OPERADOR LÍDER DE ESTABLECIMIENTOS DE COMIDA RÁPIDA, CAFETERÍAS Y COMIDA CASUAL EN AMÉRICA LATINA Y ESPAÑA.",SALVADOR.VILLASENOR@ALSEA.COM.MX,+52(55)7583.2000,16-May-1997,25-Jun-1999,"Historia de la empresa: 1989 - 1992 Primera tienda Dominos Pizza en la Cd. de México, Franquicia Maestra de Dominos Pizza para México, Creación de la división de distribución DIA  1999 - Alsea realiza su Oferta Pública de Acciones en la BMV  2002 - 2008 Joint Venture con Starbucks e incia operaciones con Burger King, Adquisición de todas las tiendas de Burger King en Argentina y Chile, Acuerdo con Starbucks Int para operar en Argentina y Chile, Inició de Operaciones en Colombia con la marcas Dominos Pizza y Burger King y adquisición de la marca California Pizza Kitchen en México  2009 - 2011 Inició del desarrollo de la marca P.F. Chang´s en México, y Pei Wei 2012 - Adquirimos la marca Italianni's en México / Emisión de Capital 2013 - Alsea obtiene los derechos exclusivos para operar P.F. Chang's en Brasil al igual que la franquicia maestra para operar en Latinoamérica The Cheesecake Factory / Reconocimiento como una de las mejores empresas para trabajar / Emisión de certificado bursátil ALSEA13 / Adquisición del 25% del Capital Social de Grupo Axo / Adquisición del 100% de la operación de Starbucks en México, Argentina y Chile / Acuerdo definitivo para para desarrollar y operar Starbucks en Colombia. 2014 - Adquisición de Vips, y El Portón / Emisión de Capital / Adquisición de Grupo Zena / Ingreso al mercado Brasileño con P.F. Changs / Apertura de Starbucks en Colombia / Apertura de The Cheesecake Factory en México 2015 - Reestructura organizacional: Alsea México y Alsea Internacional 2016 - Adquisición de Archies en Colombia / Apertura de la unidad 3,000 en el portafolio / Nombramiento de Renzo Casillo como Director General de Alsea","Avenida Revolución No. 1267, Torre Corporativa, Piso 21 Los Alpes ,01040, Ciudad de México CDMX","OPERA DOMINO’S, STARBUCKS, BURGER KING, CHILI’S, CALIFORNIA PIZZA KITCHEN, P.F. CHANG’S, ITALIANNI’S, VIPS, EL PORTÓN, THE CHEESECAKE FACTORY, FOSTER’S HOLLYWOOD, LA VACA ARGENTINA, ENTRE OTRAS.","HOTELES, RESTAURANTES Y ESPARCIMIENTO",LIC. SALVADOR VILLASEÑOR (RELACION CON INVERSIONISTAS),SERVICIOS Y BIENES DE CONSUMO NO BÁSICO,RESTAURANTES,SERVICIOS AL CONSUMIDOR,+52(55)7583.2000
AMX,PROPORCIONAR SERVICIOS DE TELECOMUNICACIONES A NIVEL NACIONAL O INTERNACIONAL A CLIENTES RESIDENCIALES Y COMERCIALES QUE OPERAN EN UNA AMPLIA GAMA DE ACTIVIDADES.,daniela.lecuona@americamovil.com,25814440,25-Sep-2000,07-Feb-2001,,"LAGO ZURICH 245, PLAZA CARSO, EDIFICIO TELCEL AMPLIACIÓN GRANADA ,11529, MEXICO CDMX",TELEFONIA MOVIL,SERVICIOS DE TELECOMUNICACIONES INALÁMBRICAS,LIC. DANIELA LECUONA (SUBDIRECTORA DE RELACIONES CON INVERSIONISTAS),SERVICIOS DE TELECOMUNICACIONES,SERVICIOS DE TELECOMUNICACIONES INALÁMBRICAS,SERVICIOS DE TELECOMUNICACIONES,25814449
ARA,CONSTRUCCION DE VIVIENDA.,aenriquez@ara.com.mx,,22-Nov-1988,26-Sep-1996,"Consorcio ARA (ARA) fue fundada en 1977 con una de sus subsidiarias y once años después, en 1988, se constituye como una sociedad anónima de capital variable. Actualmente, la empresa está organizada como una sociedad controladora de sus subsidiarias operativas. ARA se dedica al diseño, construcción, promoción y comercialización de desarrollos habitacionales de Interés Social, Tipo Medio y Residencial, así como al arrendamiento de unicentros y minicentros comerciales, en México. A través de un esquema de coparticipación, también ARA edifica y opera centros comerciales integrales ubicados dentro o cerca de sus desarrollos habitacionales, lo cual implica un valor agregado significativo. A la fecha se tienen 6 centros comerciales, cuatro son propiedad al 100% y de dos se tiene el 50%, ubicados en el Estado de México y Veracruz, con un área bruta arrendable de alrededor de 180,000 m2. ARA cuenta con más de 43 años de experiencia, y desde el inicio de su participación en la Bolsa Mexicana de Valores en 1996, se ha caracterizado por tener una oferta diversificada de productos y una visión de largo plazo, con una sólida estructura financiera que se refleja principalmente en el uso eficiente del capital de trabajo, liquidez y un nivel de deuda moderado. A lo largo de estos años, ARA ha vendido más de 365 mil casas en las que viven aproximadamente 1,462,000 mexicanos. Actualmente tiene presencia en 16 estados, 22 ciudades, 33 municipios y 42 desarrollos. La reserva territorial de ARA está estratégicamente ubicada en regiones del país con alto crecimiento económico. Al 31 de diciembre de 2019, esta superficie representa 32.7 millones de m2 distribuidos en 18 estados del país, para edificar 126,185 viviendas a plan maestro. Esta reserva incluye 2.1 millones de m2 que serán destinados a proyectos inmobiliarios distintos a vivienda, tales como desarrollos comerciales, centros turísticos y zonas industriales. Cotizamos en la Bolsa Mexicana de Valores, bajo la clave de pizarra ARA. Contamos con las calificaciones crediticias más altas del sector vivienda en México, por parte de Standard & Poor's y Moody's Investors Service: ""mxA+"" y ""A2.mx"" (""Ba2"" global), respectivamente. A partir de 2017 también se obtuvo la calificación crediticia por parte de HR Ratings, que actualmente es de ""HR AA-"", también la más alta de entre las desarrolladoras de vivienda pública en México.","PASEO DE TAMARINDOS NO. 90 PISO 25 ARCOS BOSQUES MARCO II TORRE I BOSQUES DE LAS LOMAS ,05120, MEXICO, D.F. CDMX","VIVIENDA DE INTERES SOCIAL, TIPO MEDIA, RESIDENCIAL Y TURISTICA.",CONSTRUCCIÓN DE VIVIENDAS,. ALICIA ENRIQUEZ (RELACION CON INVERSIONISTAS),INDUSTRIAL,CONSTRUCCIÓN DE VIVIENDAS,CONSTRUCCIÓN,5552463100 EXT. 4096
ARISTOS,"CONSTRUCCIÓN DE OBRA PÚBLICA Y PRIVADA Y DE ESTRUCTURAS DE ACERO Y TORRES DE TRANSMISIÓN ELÉCTRICA, ASÍ COMO MANEJO DE RELLENOS SANITARIOS.",aristosbmv@consorcioaristos.com,55150588,02-May-1955,09-Nov-1965,"CONSORCIO ARISTOS, S.A. DE C.V., SE CONSTITUYO EL 2 DE MAYO DE 1955, EN LA CIUDAD DE MEXICO, DISTRITO FEDERAL, BAJO LA DENOMINACION DE BIENES RAICES VINAR, S.A. EN 1965 CAMBIO SU DENOMINACION ADOPTANDO LA DE BIENES RAICES ARISTOS, S.A. Y EL 3 DE DICIEMBRE DE 1973 CAMBIO SU DENOMINACION ADOPTANDO LA DE CONSORCIO ARISTOS, S. A., EL 15 DE FEBRERO DE 1982, ADOPTO LA MODALIDAD DE CAPITAL VARIABLE. EN DICIEMBRE DE 2006 SE CAMBIO LA DENOMINACION SOCIAL DE LA EMPRESA A CONSORCIO ARISTOS, SOCIEDAD ANONIMA BURSATIL DE CAPITAL VARIABLE LAS COMPAÑIAS QUE INTEGRAN EL CONSORCIO, SE ENCUENTRAN CLASIFICADAS DE LA SIGUIENTE MANERA: A) DIVISION INDUSTRIAL, INTEGRADA POR LAS EMPRESAS TORRES Y ESTRUCTURAS DE PUEBLA, S. A. DE C. V. Y PRESFORZA, S. A. DE C. V. B) DIVISION CONSTRUCCION, INTEGRADA POR LA EMPRESA ALFA PROVEEDORES Y CONTRATISTAS, S. A. DE C. V. C) DIVISION DE SERVICIOS, INTEGRADA POR LA EMPRESA RELLENOS SANITARIOS RESA, S. A. DE C. V. LAS PLAZAS EN LAS QUE OPERAN LAS DIFERENTES EMPRESAS SON: MEXICO, D. F., PUEBLA, PUE. Y VERACRUZ, VER.","AV. REVOLUCION NO. 528-601B SAN PEDRO LOS PINOS ,03800, MEXICO, CDMX",OBRAS DE INFRAESTRUCTURA Y ESTRUCTURAS DE ACERO Y DE CONCRETO PREMEZCLADO PARA LA CONSTRUCCIÓN.,CONSTRUCCIÓN E INGENIERÍA,LIC. SERGIO DE LA FUENTE (DIRECTOR GENERAL),INDUSTRIAL,CONSTRUCCIÓN E INFRAESTRUCTURA,CONSTRUCCIÓN,55150588
ASUR,"ADMINISTRACION, OPERACION INCLUYENDO LA PRESTACION DE SERVICIOS AEROPORTUARIOS, COMPLEMENTARIOS Y COMERCIALES, CONSTRUCCION Y/O EXPLOTACION DE AERODROMOS CIVILES EN TERMINOS DE LA LEY DE AEROPUERTOS Y",acastro@asur.com.mx,52840454,01-Apr-1998,28-Sep-2000,"Grupo Aeroportuario del Sureste, S. A. B. de C. V. (ASUR), es una Compañía mexicana que fue constituida en abril de 1998, como una entidad de la administración pública federal para administrar, operar, explotar y, en su caso, construir nueve aeropuertos en la región Sureste de México. Los nueve aeropuertos se ubican en las siguientes ciudades: Cancún, Cozumel, Mérida, Huatulco, Oaxaca, Veracruz, Villahermosa, Tapachula y Minatitlán. En junio de 1998 la Secretaría de Comunicaciones y Transportes (SCT) otorgó a las Subsidiarias de ASUR las nueve concesiones para administrar, operar, explotar y, en su caso, construir los Aeropuertos del Sureste por un plazo de 50 años a partir del 1 de noviembre de 1998. El plazo de las concesiones puede ser ampliado por las partes bajo ciertas circunstancias.","BOSQUE DE ALISOS NO. 47-A PISO 4 BOSQUES DE LAS LOMAS ,05120, MEXICO CDMX",,INFRAESTRUCTURA DE TRANSPORTES,LIC. ADOLFO CASTRO (DIRECTOR DE ADMINISTRACION Y F),INDUSTRIAL,SERVICIOS DE AEROPUERTOS,TRANSPORTES,52840408
AUTLAN,PRODUCCIÓN Y COMERCIALIZACIÓN DE MINERALES DE MANGANESO Y FERROALEACIONES,ir@autlan.com.mx,018181521586,05-Oct-1953,21-Jan-1975,"Autlán es fundada en 1953 en Autlán, Jalisco con el objetivo de explotar los recursos de manganeso. A principios de los años sesenta, descubren el depósito de manganeso más grande de Centro y Norte América y trasladan sus operaciones al estado de Hidalgo abriendo las minas de Molango y Nonoalco. En 1973, se adquiere la primera planta de producción de ferroaleaciones en Teziutlán, con lo cual Autlán se convierte en una empresa verticalmente integrada por contar con su principal materia prima, que es el manganeso, para la producción de ferroaleaciones de manganeso, insumo estratégico para la producción de acero. Tres años más tarde se concluyó la construcción de la planta de ferroaleaciones de mayor capacidad de Autlán, la planta Tamós, ubicada en el estado de Veracruz. En 1993, mediante la adquisición de Ferroaleaciones de México, S.A. de C.V. se adquiere la planta de ferroaleaciones Gómez Palacio. En el 2011, después de cinco años de construcción, inició operaciones la nueva Central Hidroeléctrica Atexcaco permitiendo incrementar la competitividad a nivel internacional al reducir sus costos mediante la generación de energía limpia. Posteriormente en el 2014, se inició la operación de la mina a cielo abierto Naopa logrando incrementar el nivel de reservas de mineral de manganeso y reduciendo los costos de minado comparado contra la mina subterránea de Molango. Autlán participa en el mercado de capitales de la Bolsa Mexicana de Valores desde 1975 y en el mercado de deuda pública desde el 2014. En el 2015 cambió su imagen corporativa y organizó sus operaciones en tres Divisiones: Ferroaleaciones, Minería y Energía. Esta integración, junto con la ubicación geográfica, ha posicionado a Autlán como un jugador competitivo a nivel mundial.","PEDRO RAMIREZ VAZQUEZ 200-10 VALLE ORIENTE ,66269, SAN PEDRO GARZA GARCIA NL",FERROALEACIONES DE MANGANESO Y MINERALES DE MANGANESO,METALES Y MINERÍA,ING. GUSTAVO CARDENAS (DIRECTOR DE FINANZAS),MATERIALES,MINERÍA Y OTROS METALES,MATERIALES,018181521500
AXTEL,SERVICIOS DE TELECOMUNICACIONES.,ADELOSSANTOS@AXTEL.COM.MX,8181141772,22-Jul-1994,06-Dec-2005,,"BOULEVARD DIAZ ORDAZ KM. 3.33 L-1 UNIDAD SAN PEDRO ,66215, SAN PEDRO GARZA GARC NL",,SERVICIOS DE TELECOMUNICACIONES DIVERSOS,LIC ADRIAN GERARDO DE LOS SANTOS (DIRECTOR DE FINANZAS),SERVICIOS DE TELECOMUNICACIONES,SERVICIOS DE TELECOMUNICACIONES INTEGRADOS,SERVICIOS DE TELECOMUNICACIONES,8181140000
AZTECA,"PRODUCCION DE PROGRAMACION PARA SER TRANSMITIDAS A TRAVES DE SUS PROPIAS REDES, ASI COMO A LA VENTA DE LA MISMA A NIVEL NACIONAL Y VENTA DE TIEMPO DE PUBLICIDAD.",jrangelk@gruposalinas.com.mx,17201418,02-Jun-1993,15-Aug-1997,"EN JULIO DE 1993, UN GRUPO DE INVERSIONISTAS ENCABEZADO POR RICARDO B. SALINAS, ADQUIRIÓ EL PAQUETE DE MEDIOS DE COMUNICACIÓN QUE INCLUÍA LA COMPAÑÍA OPERADORA DE TEATROS S.A., LOS ESTUDIOS AMÉRICA, Y TELEVISIÓN AZTECA CON LOS CANALES NACIONALES DE TELEVISIÓN 7 Y 13, ASÍ COMO 28 EMPRESAS MÁS. LA PARAESTATAL QUE ABRIÓ SU PANTALLA AL PÚBLICO A FINALES DE LA DÉCADA DE LOS 60 S, REGRESABA A LAS MANOS DE LA INICIATIVA PRIVADA EN JULIO DE 1993, FECHA QUE MARCA EL SURGIMIENTO DE TV AZTECA COMO RESPUESTA A LAS DEMANDAS DE UN GRAN SECTOR DE LA POBLACIÓN.","PERIFERICO SUR 4121 FUENTES DEL PEDREGAL ,14141, MEXICO CDMX","NOVELAS, NOTICIAS, DEPORTES, ENTRETENIMIENTO Y PROGRAMACION ADQUIRIDA.",MEDIOS DE COMUNICACIÓN,MAE JUAN BRUNO RANGEL (DIR. RELACION INVERSIONISTAS),SERVICIOS DE TELECOMUNICACIONES,SERVICIOS DE RADIO Y TELEVISIÓN,MEDIOS DE COMUNICACIÓN,17201313
BACHOCO,"TENEDORA PURA DE ACCIONES, A TRAVES DE SUS SUBSIDIARIAS PRODUCCION PROCESAMIENTO Y COMERCIALIZACION DE POLLO, PRODUCCION Y COMERCIALIZACION DE HUEVO, PRODUCCION Y VENTA DE CERDO.",INVERSIONISTAS@BACHOCO.NET,,17-Apr-1980,19-Sep-1997,"DESCRIPCIÓN DE LA COMPAÑÍA Industrias Bachoco es líder en la industria avícola en México y sexto productor de pollo a nivel mundial. La Compañía se fundó en 1952 en el Estado de Sonora, actualmente sus oficinas Corporativas se ubican en Celaya, estado de Guanajuato en México. Bachoco es un productor integrado verticalmente, su principal línea de negocio es la avicultura y cuenta además con otras líneas de negocios como son: la producción y comercialización de cerdos vivos, la elaboración y comercialización de productos de valor agregado de pavo y de res, la producción y comercialización de alimento balanceado principalmente a otros productores avícolas y ganaderos. En 1997, Bachoco se convierte en empresa pública y lista sus Acciones en las Bolsas de Valores de Mexico y en el New York Stock Exchange Cuenta con más de mil instalaciones organizadas en 9 complejos productivos en México y un complejo productivo en Estados Unidos. Bachoco genera más de 26,000 empleos directos. Bachoco cuenta con las Calificaciones: ""AAA(MEX)"" la máxima calificación asignada por Fitch México, S.A. de C.V. en su escala nacional; y ""HRAAA "" que significa que la Emisora o la Emisión son de la más alta calidad crediticia y fue otorgada por HR Ratings de México, S.A. de C.V.","AV. TECNOLOGICO 401 CD. INDUSTRIAL ,38010, CELAYA GTO","POLLO PROCESADO, HUEVO, CERDO",ALIMENTOS,LIC. MARIA GUADALUPE JAQUEZ (RELACION CON INVERSIONISTAS),PRODUCTOS DE CONSUMO FRECUENTE,PRODUCCIÓN DE CÁRNICOS Y DERIVADOS,"ALIMENTOS, BEBIDAS Y TABACO",014616183555
BAFAR,"CONTROLADORA DE EMPRESAS DEDICADAS A LA ELABORACION, DISTRIBUCION Y COMERCIALIZACION DE ALIMENTOS PROCESADOS; COMPRA-VENTA DE CARNES, ENGORDA Y COMERCIALIZACION DE GANADO BOVINO EN PIE.",lpinon@bafar.com.mx,016144390100,28-Mar-1996,13-Sep-1996,"GRUPO BAFAR, S.A. de C.V. es una empresa que actúa como controladora pura, y mediante sus compañías subsidiarias es uno de los principales productores y distribuidores en el país de carnes frías, lácteos, carnes rojas y otros productos cárnicos, además de ser uno de los principales exportadores de ganado bovino en pie en el Estado de Chihuahua. La meta de GRUPO BAFAR es llegar a ser el grupo más importante de México en la industrialización y comercialización de productos cárnicos, con fuerte influencia en lácteos y otros productos refrigerados aprovechando las oportunidades de crecimiento que ofrezcan los mercados de exportación. En 1996 la Compañía se hace pública al cotizar en la Bolsa Mexicana de Valores (BMV) el 20% de su capital social pagado, mediante una oferta de 10?514,863 acciones Serie ?B?. Los fondos obtenidos de la oferta inicial se utilizaron para invertir fuertemente en activos fijos, tecnologías de información, sistemas integrales, mercadotecnia, capacitación y distribución de productos. En Octubre de 1998, en busca de sinergia y una mayor cobertura del mercado al menudeo directo al último consumidor, GRUPO BAFAR adquirió la marca comercial y los activos fijos de CARNES BIF, S.A. de C.V. y sus 31 establecimientos. El primero de Septiembre de 1999 GRUPO BAFAR celebró un contrato de Opción para adquirir las marcas, activos y acciones de GRUPO BURR, cuya matriz se encontraba en Ciudad Obregón, Sonora y contaba con sucursales en las principales plazas del noroeste de México, que agregaron un enorme potencial a nuestros mercados en esta región. El contrato se ejerció en dos partes, la primera el mismo Septiembre de 1999 y la última en Diciembre de 2000, cuando se consolidaron financieramente las operaciones de GRUPO BURR, a las de GRUPO BAFAR. La solidez financiera que guarda nuestra empresa le ha permitido tener en mente varios proyectos de inversión. Finalmente el 20 de Marzo de 2002, se firmó un contrato de compraventa preparatorio con las empresas Nestlé de México SA de CV y Societé de Produits Nestlé S.A. mediante el cual se adquirieron los activos fijos, marcas e inventarios de la unidad industrial ubicada en La Piedad, Michoacán, destinados a la producción de carnes frías, embutidos y madurados al amparo de las marcas ?Parma?, ?Sabori? y ?Campestre?. El 4 de Abril del mismo año se concluyó la adquisición mediante el pago del valor acordado de la operación. Durante el año 2003, GRUPO BAFAR continuó con su estrategia de crecimiento, manteniendo una intensa actividad en el área de comercialización, desarrollando e instrumentando una nueva imagen de la marca ?Bafar? . Asimismo, se llevó a cabo un nuevo esquema operativo y de imagen de las tiendas Bif Gourmet y la consolidación del nuevo concepto de las tiendas MegaCarnemart. Por otra parte se trabajó arduamente para fortalecer nuestra presencia en el Distrito Federal e iniciar la penetración en los mercados del centro y sur de la República Mexicana aprovechando la ventaja de contar con las marcas ?Parma?, ?Sabori? y ?Campestre?, líderes en estos mercados, facilitando así la incursión del resto de nuestras marcas en esta región del país. En aras de buscar un posicionamiento de marca durante el año 2004 se llevaron a cabo diversas campañas masivas de publicidad a través de la radio, televisión, medios impresos y espectaculares enfocadas a fortalecer las marcas líderes ?Bafar? y ?Sabori?. Nuestra estrategia de expansión continúa con la visión de aprovechar la ventana de oportunidades que ofrece la consolidación del sector, para alcanzar elevados niveles de crecimiento de las operaciones. Fue así como durante 2004 adquirimos el 51% de GRUPO FERNÁNDEZ y la titularidad de la marca ?Fres-ke-cito?, el cual participa en el sector pecuario con liderazgo y reconocida imagen en los estados del Norte de la República. La recién adquirida organización se dedica a la crianza y engorda de pollo y ganado bovino. Al igual que otras adquisiciones realizadas, la unión con GRUPO FERNANDEZ generará una importante sinergia para el grupo, no sólo en el abasto oportuno y competitivo de materias primas, sino también la introducción de sus marcas comerciales en nuestra amplia red de distribución. Durante el año 2004 se redoblaron esfuerzos para consolidar al Sistema de Calidad a lo largo de la cadena de abastecimiento, llegando a implementar nuestro SISTEMA DE GESTION DE CALIDAD (SGC), el cual norma los procedimientos para obtener máxima calidad en nuestros productos y servicios, en las plantas productivas, centros de distribución y tiendas. La implementación del SGC en las plantas, bajo la norma de ISO9001:2000, certificación que obtuvimos en la planta Chihuahua a principios del 2005, nos permite garantizar la fabricación de productos con una calidad constante. La Compañía se ha caracterizado por ser el líder de crecimiento en el mercado de productos cárnicos, ya que ha mantenido un ritmo de crecimiento sostenido en sus ventas alrededor del 30% anual, una gran preocupación por la capacitación de sus colaboradores, inversión en tecnología y expansión de sus operaciones. Orientados en nuestra Misión: ?Hacer que el trabajo de todos y cada uno de sus colaboradores llegue a ser su mejor opción?, se concretó el proyecto de Universidad Bafar, el cual busca promover el desarrollo profesional, personal y económico a través del enriquecimiento de los conocimientos académicos, proporcionando programas de variadas disciplinas, los cuales ayudan a capacitarse y a aspirar a puestos de mayor proyección, además de contar con programas de superación personal, motivacionales, informativos y formativos dirigidos a empleados y sus familias. Se inició operaciones en el Campus Chihuahua, el cual cuenta con un moderno edificio con capacidad para dar atención a 6,000 alumnos, equipado con instalaciones para impartir videoconferencias a nivel nacional y en forma simultánea con las 16 aulas de entrenamiento, distribuidas en nuestros centros de distribución y plantas. El éxito de este gran proyecto rinde sus frutos a mediados del 2005, con la graduación de la primera generación de alumnos.","KM. 7.5 CARRETERA A CUAUHTEMOC COL. LAS ANIMAS ,31450, CHIHUAHUA CHIH","JAMON, SALCHICHA, MORTADELAS, CHORIZOS, PRODUCTOS DE RES Y PRODUCTOS DE CERDO.",ALIMENTOS,C.P. LUIS EDUARDO RAMIREZ (DIRECTOR DE FINANZAS),PRODUCTOS DE CONSUMO FRECUENTE,PRODUCCIÓN DE CÁRNICOS Y DERIVADOS,"ALIMENTOS, BEBIDAS Y TABACO",016144390100
BBAJIO,SERVICIOS FINANCIEROS,INVESTOR.RELATIONS@BB.COM.MX,(477) 710 4600,04-Jul-1994,08-Jun-2017,"BanBajío es una institución de banca múltiple autorizada para prestar los servicios de banca y crédito conforme a la LIC y las disposiciones emitidas por Banxico. Iniciamos operaciones el 7 de julio de 1994 en la Ciudad de León, Guanajuato, como una iniciativa de empresarios de la región y la Ciudad de México para crear una institución comprometida con las regiones del centro y norte del país, y aquellas plazas que tienen una importante sinergia con las mismas. Somos una institución de banca múltiple que ha desarrollado un modelo de negocio enfocado en otorgar crédito empresarial y crédito a la pequeña y mediana empresa (PYME) en México. Según datos publicados al 30 de noviembre de 2016 por la CNBV, somos el tercer banco entre los no afiliados a un banco en el extranjero y el séptimo a nivel nacional en términos de cartera crediticia a empresas. Además somos el octavo a nivel nacional en colocación, captación y patrimonio. En conjunto con nuestras subsidiarias Financiera Bajío y Sinca Bajío, y nuestra asociada AFIBAJ, prestamos una gama completa de productos y servicios bancarios. Hemos logrado una posición de liderazgo en nuestros mercados de origen y desde el 2007 implementamos una estrategia de crecimiento acelerado en regiones del territorio nacional de importancia estratégica para el banco por su alto potencial de negocio. Al 30 de noviembre de 2016, operamos en 28 estados de la República Mexicana a través de una plataforma conformada por 295 sucursales, 578 ejecutivos, 585 cajeros automáticos, un portal de internet para la banca en línea (Bajionet) y una plataforma móvil (BanBajío Móvil); atendiendo aproximadamente a 687,000 clientes. Los Estados donde tenemos presencia son los siguientes: Sinaloa, Sonora, Baja Californìa Norte, Baja Californìa Sur, Jalisco, Nayarit, Colima, Guanajuato, Michoacàn, Nuevo Leòn, Chihuahua, Tamaulipas, Coahuila, Veracruz, Durango, San Luis Potosì, Puebla, Tabasco, Yucatàn, Chiapas, Querètaro, Aguscalientes, Zacatecas, Morelos, Guerrero, Estado de Mèxico, Hidalgo, Ciudad de México.","AV. MANUEL J CLOUTHIER 402 COL. JARDINES DE CAMPESTRE ,37128, LEON GTO",OFRECEMOS TODA LA GAMA DE PRODUCTOS Y SERVICIOS FINANCIEROS DE BANCA Y CRÉDITO A EMPRESAS Y PERSONAS FISICAS.,BANCOS,LIC. ALBERTO GUAJARDO (DIRECTOR DE RELACIÓN CON INVERSIONISTAS),SERVICIOS FINANCIEROS,BANCOS COMERCIALES,ENTIDADES FINANCIERAS,(477) 7104632
